"DOTA_Tooltip_ability_special_bonus_unique_mars_spear_stun_duration"                      "+%value%s Spear of Mars Stun"
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_3"                            "+%value% Psionic Trap Damage"
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_4"                            "Meld Dispels"
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_4_Description"                "Applies a basic dispel to Templar Assassin."
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_5"                            "Psi Blades Spill Paralyzes"
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_5_Description"                "Enemies hit by the spill of Psi Blades have their movement speed slowed by %value%%% for %value2% second."
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_6"                            "+%value% Psionic Traps"
"DOTA_Tooltip_ability_special_bonus_unique_templar_assassin_7"                            "%value%s Meld Hit Bash"
"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_1"                              "+%value%s Frostbite Duration"
"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_2"                              "+%value% Crystal Nova Damage"
"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_3"                              "+%value% Freezing Field Damage"
"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_4"                              "+%value%%% Magic Resistance Arcane Aura"
"DOTA_Tooltip_ability_special_bonus_unique_crystal_maiden_5"                              "-%value%s Crystal Nova Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_doom_1"                                        "+%value%%% Infernal Blade Damage"
"DOTA_Tooltip_ability_special_bonus_unique_doom_2"                                        "Devour Can Target Ancients"
"DOTA_Tooltip_ability_special_bonus_unique_doom_3"                                        "+%value% Devour Bonus Gold"
"DOTA_Tooltip_ability_special_bonus_unique_doom_4"                                        "+%value% Scorched Earth Damage"
"DOTA_Tooltip_ability_special_bonus_unique_doom_5"                                        "+%value% Doom DPS"
"DOTA_Tooltip_ability_special_bonus_unique_doom_6"                                        "+%value%%% Scorched Earth Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_doom_7"                                        "+%value% Doom Duration"
"DOTA_Tooltip_ability_special_bonus_unique_brewmaster"                                    "+%value% Health to Primal Split Units"
"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_2"                                  "-%value%s Primal Split Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_3"                                  "+%value%s Thunder Clap Slow"
"DOTA_Tooltip_ability_special_bonus_unique_brewmaster_4"                                  "+%value%%% Drunken Brawler Critical Strike Damage"
"DOTA_Tooltip_ability_special_bonus_unique_bristleback"                                   "+%value% Max Goo Stacks"
"DOTA_Tooltip_ability_special_bonus_unique_bristleback_2"                                 "+%value% Quill Stack Damage"
"DOTA_Tooltip_ability_special_bonus_unique_bristleback_3"                                 "+%value% Warpath Damage Per Stack"
"DOTA_Tooltip_ability_special_bonus_unique_furion"                                        "%value%x Treant HP/Damage"
"DOTA_Tooltip_ability_special_bonus_unique_furion_2"                                      "+%value% Treants Summoned"
"DOTA_Tooltip_ability_special_bonus_unique_furion_3"                                      "Removed Teleportation Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_furion_4"                                      "-%value%s Sprout Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_furion_5"                                      "+%value% Wrath of Nature Base Damage"
"DOTA_Tooltip_ability_special_bonus_unique_phoenix_1"                                     "+%value% Supernova Hit Count"
"DOTA_Tooltip_ability_special_bonus_unique_phoenix_2"                                     "+%value%s Supernova Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_phoenix_3"                                     "+%value% Fire Spirits DPS"
"DOTA_Tooltip_ability_special_bonus_unique_phoenix_4"                                     "+%value% Icarus Dive Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_phoenix_5"                                     "+%value%%% Max Health Sun Ray Damage"
"DOTA_Tooltip_ability_special_bonus_unique_phoenix_6"                                     "+%value%%% Icarus Dive Slow"
"DOTA_Tooltip_ability_special_bonus_unique_phoenix_7"                                     "Sun Ray During Supernova"
"DOTA_Tooltip_ability_special_bonus_unique_enchantress_1"                                 "Enchant Affects Ancients"
"DOTA_Tooltip_ability_special_bonus_unique_enchantress_2"                                 "+%value% Nature's Attendants Wisps"
"DOTA_Tooltip_ability_special_bonus_unique_enchantress_3"                                 "%value% Untouchable Slow"
"DOTA_Tooltip_ability_special_bonus_unique_enchantress_4"                                 "+%value%%% Impetus Damage"
"DOTA_Tooltip_ability_special_bonus_unique_enchantress_5"                                 "+%value% Nature's Attendants Heal"
"DOTA_Tooltip_ability_special_bonus_unique_batrider_1"                                    "+%value%s Firefly Duration"
"DOTA_Tooltip_ability_special_bonus_unique_batrider_2"                                    "-%value%s Flamebreak Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_batrider_3"                                    "+%value%s Flamebreak Burn Duration"
"DOTA_Tooltip_ability_special_bonus_unique_batrider_4"                                    "+%value% Sticky Napalm Damage"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_1"                                 "No Reincarnation Manacost"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_2"                                 "+%value%%% Vampiric Aura Lifesteal"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_3"                                 "+%value% Wraithfire Blast DPS"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_4"                                 "Reincarnation Casts Wraithfire Blast"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_4_Description"                     "Instead of being slowed, all enemy units within 900 range have the current level of Wraithfire Blast cast on them when Reincarnation triggers."
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_5"                                 "+%value% Skeletons Spawned"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_6"                                 "+%value% Skeletons Attack Damage"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_7"                                 "+%value%s Wraithfire Blast Slow Duration"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_8"                                 "+%value%%% Skeletons Spawned"
"DOTA_Tooltip_ability_special_bonus_unique_wraith_king_9"                                 "-%value%s Wraithfire Blast Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_kunkka"                                        "+%value% Torrent AoE"
"DOTA_Tooltip_ability_special_bonus_unique_kunkka_2"                                      "+%value% Torrent Damage"
"DOTA_Tooltip_ability_special_bonus_unique_kunkka_3"                                      "Ghostship Fleet"
"DOTA_Tooltip_ability_special_bonus_unique_kunkka_3_Description"                          "Spawns 3 Ghostships, %value% seconds apart, towards the target location."
"DOTA_Tooltip_ability_special_bonus_unique_kunkka_4"                                      "+%value%%% Tidebringer Cleave"
"DOTA_Tooltip_ability_special_bonus_unique_kunkka_5"                                      "-%value%s Tidebringer Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight"                                 "%value%x Dragon Blood HP Regen/Armor"
"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_2"                               "+%value%s Dragon Tail"
"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_3"                               "%value%%% Breathe Fire Damage Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_4"                               "Dragon Blood Aura"
"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_5"                               "+%value%%% Frost Breath Slow"
"DOTA_Tooltip_ability_special_bonus_unique_dragon_knight_6"                               "+%value%%% Splash Attack Damage"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_1"                                     "%value% Forged Spirits Summoned"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_2"                                     "Radial Deafening Blast"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_2_Description"                         "Releases 12 Deafening Blasts around Invoker in a circular pattern.  An enemy can only be hit once per cast."
"DOTA_Tooltip_ability_special_bonus_unique_invoker_3"                                     "-%value%s Tornado Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_4"                                     "Cataclysm"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_4_Description"                         "Launched when Sun Strike is double tapped. Puts it on a %cooldown% second cooldown. Creates %value% visible Sun Strikes within %min_range%-%max_range% range of each enemy hero."
"DOTA_Tooltip_ability_special_bonus_unique_invoker_5"                                     "+%value% Alacrity Damage/Speed"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_6"                                     "+%value_tooltip%%% Chaos Meteor Damage"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_7"                                     "+%value%s Cold Snap Duration"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_8"                                     "+%value%s Tornado Lift Time"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_9"                                     "-%value%s Cold Snap Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_10"                                    "-%value%s Ghost Walk Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_invoker_11"                                    "+%value% Forged Spirit Armor Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_abaddon"                                       "+%value% Aphotic Shield Health"
"DOTA_Tooltip_ability_special_bonus_unique_abaddon_2"                                     "+%value% Mist Coil Heal/Damage"
"DOTA_Tooltip_ability_special_bonus_unique_abaddon_3"                                     "+%value% Curse of Avernus Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_abaddon_4"                                     "%value% AoE Mist Coil"
"DOTA_Tooltip_ability_special_bonus_unique_abaddon_5"                                     "Curse of Avernus Affects Towers"
"DOTA_Tooltip_ability_special_bonus_unique_alchemist"                                     "-%value%s Unstable Concoction Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_alchemist_2"                                   "+%value% Unstable Concoction Damage"
"DOTA_Tooltip_ability_special_bonus_unique_alchemist_3"                                   "%value% Chemical Rage Base Attack Time"
"DOTA_Tooltip_ability_special_bonus_unique_alchemist_4"                                   "+%value% Chemical Rage Regeneration"
"DOTA_Tooltip_ability_special_bonus_unique_alchemist_5"                                   "-%value% Acid Spray Armor Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_alchemist_6"                                   "+%value% Chemical Rage Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_axe"                                           "+%value% Battle Hunger DPS"
"DOTA_Tooltip_ability_special_bonus_unique_axe_2"                                         "+%value% Berserker's Call AoE"
"DOTA_Tooltip_ability_special_bonus_unique_axe_3"                                         "Attacking Procs Counter Helix"
"DOTA_Tooltip_ability_special_bonus_unique_axe_3_Description"                             "Your own attacks against enemy units also have a chance to trigger Counter Helix."
"DOTA_Tooltip_ability_special_bonus_unique_axe_4"                                         "+%value% Counter Helix Damage"
"DOTA_Tooltip_ability_special_bonus_unique_axe_5"                                         "+%value% Culling Blade Threshold"
"DOTA_Tooltip_ability_special_bonus_unique_beastmaster"                                   "+%value% Wild Axes Damage"
"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_2"                                 "+%value% Boar Damage"
"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_3"                                 "-%value%s Hawks Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_4"                                 "+%value% Inner Beast Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_beastmaster_5"                                 "+%value% Hawk Vision"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_1"                                      "+%value% Searing Arrows Damage"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_2"                                      "+%value%s Skeleton Walk Attack Speed Duration"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_3"                                      "Searing Arrows Multishot"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_3_Description"                          "When using Searing Arrows, a second Searing Arrow targets a random enemy within the spell's range."
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_4"                                      "Burning Army Truestrike"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_5"                                      "-%value%s Burning Army Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_6"                                      "+%value% Death Pact Health"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_7"                                      "+%value% Strafe Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_8"                                      "+%value%/%value2%%% Death Pact Health/Damage"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_9"                                      "Skeleton Walk Exit Summons A Burning Army Skeleton"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_10"                                     "-%value%s Skeleton Walk Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_clinkz_11"                                     "Kills Reset Death Pact Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_juggernaut"                                    "+%value%s Blade Fury"
"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_2"                                  "+%value%s Omnislash Duration"
"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_3"                                  "+%value% Blade Fury DPS"
"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_4"                                  "+%value% Blade Fury Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_1"                               "+%value%%% Arctic Burn Slow"
"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_2"                               "-%value%s Cold Embrace Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_3"                               "+%value%s Winter's Curse Duration"
"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_4"                               "Splinter Blast %value%s Stun"
"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_4_Description"                   "The slow is still applied for the same duration."
"DOTA_Tooltip_ability_special_bonus_unique_winter_wyvern_5"                               "+%value%%% Cold Embrace Heal"
"DOTA_Tooltip_ability_special_bonus_unique_terrorblade"                                   "-%value%s Sunder Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_terrorblade_2"                                 "-%value%s Reflection Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_terrorblade_3"                                 "+%value% Metamorphosis Attack Range"
"DOTA_Tooltip_ability_special_bonus_unique_terrorblade_4"                                 "+%value%%% Reflection Illusion Damage"
"DOTA_Tooltip_ability_special_bonus_unique_terrorblade_5"                                 "+%value%s Conjure Image Duration"
"DOTA_Tooltip_ability_special_bonus_unique_luna_1"                                        "+%value% Lucent Beam Damage"
"DOTA_Tooltip_ability_special_bonus_unique_luna_2"                                        "-%value%s Lucent Beam Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_luna_3"                                        "+%value% Lunar Blessing Attributes"
"DOTA_Tooltip_ability_special_bonus_unique_luna_4"                                        "+%value%s Lucent Beam Ministun"
"DOTA_Tooltip_ability_special_bonus_unique_luna_5"                                        "+%value%s Eclipse Lucent Ministun"
"DOTA_Tooltip_ability_special_bonus_unique_faceless_void"                                 "+%value% Timewalk Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_2"                               "+%value% Chronosphere AoE"
"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_3"                               "+%value% Time Lock Damage"
"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_4"                               "+%dodge_chance_pct%%% Backtrack"
"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_4_Description"                   "Grants a %dodge_chance_pct%%% chance to avoid damage entirely."
"DOTA_Tooltip_ability_special_bonus_unique_faceless_void_5"                               "-%value%s Time Walk"
"DOTA_Tooltip_ability_special_bonus_unique_night_stalker"                                 "-%value%s Dark Ascension Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_2"                               "+%value% Hunter In The Night Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_3"                               "-%value%s Void Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_4"                               "+%value% Void Damage"
"DOTA_Tooltip_ability_special_bonus_unique_night_stalker_5"                               "+%value%%% Hunter In The Night Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_nyx"                                           "+%value%%% Spiked Carapace Damage"
"DOTA_Tooltip_ability_special_bonus_unique_nyx_2"                                         "+%value% Impale Damage"
"DOTA_Tooltip_ability_special_bonus_unique_nyx_3"                                         "Vendetta Unobstructed Pathing"
"DOTA_Tooltip_ability_special_bonus_unique_nyx_4"                                         "+%value%s Impale Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_weaver_1"                                      "+%value% Shukuchi Damage"
"DOTA_Tooltip_ability_special_bonus_unique_weaver_2"                                      "+%value% Shukuchi Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_weaver_3"                                      "+%value% Swarm Armor Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_weaver_4"                                      "+%value% Swarm Attacks to Kill"
"DOTA_Tooltip_ability_special_bonus_unique_weaver_5"                                      "+%value% Geminate Attack"
"DOTA_Tooltip_ability_special_bonus_unique_ursa"                                          "+%value% Fury Swipes Damage"
"DOTA_Tooltip_ability_special_bonus_unique_ursa_2"                                        "-%value%s Earthshock Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_ursa_3"                                        "+%value%s Enrage Duration"
"DOTA_Tooltip_ability_special_bonus_unique_ursa_4"                                        "+%value%s Fury Swipes Reset Time"
"DOTA_Tooltip_ability_special_bonus_unique_ursa_5"                                        "+%value% AoE Earthshock"
"DOTA_Tooltip_ability_special_bonus_unique_ursa_6"                                        "Enrage gains %value%%% Status Resistance"
"DOTA_Tooltip_ability_special_bonus_unique_ursa_7"                                        "+%value% Overpower Attacks"
"DOTA_Tooltip_ability_special_bonus_unique_chaos_knight"                                  "Reality Rift Pierces Spell Immune"
"DOTA_Tooltip_ability_special_bonus_unique_chaos_knight_2"                                "-%value%s Chaos Strike Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_chaos_knight_3"                                "+%value% Min/Max Chaos Bolt Duration"
"DOTA_Tooltip_ability_special_bonus_unique_chaos_knight_4"                                "+%value%s Phantasm Duration"
"DOTA_Tooltip_ability_special_bonus_unique_chaos_knight_5"                                "+%value%%% Chaos Strike Chance"
"DOTA_Tooltip_ability_special_bonus_unique_lycan_1"                                       "+%value%s Shapeshift Duration"
"DOTA_Tooltip_ability_special_bonus_unique_lycan_2"                                       "+%value% Wolves Summoned"
"DOTA_Tooltip_ability_special_bonus_unique_lycan_3"                                       "+%value% Feral HP Regen"
"DOTA_Tooltip_ability_special_bonus_unique_lycan_4"                                       "+%value%%% Feral Impulse Damage"
"DOTA_Tooltip_ability_special_bonus_unique_lycan_5"                                       "+%value%%% Chance Shapeshift Critical Strike"
"DOTA_Tooltip_ability_special_bonus_unique_windranger"                                    "Windrun Grants Invisibility"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_2"                                  "+%value%%% Windrun Slow"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_3"                                  "+%value% Powershot Damage"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_4"                                  "+%value%%% Ministun Focus Fire"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_5"                                  "+%value% Shackleshot Target"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_6"                                  "+%value%s Shackleshot Duration"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_7"                                  "-%value%s Focus Fire Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_8"                                  "-%value%%% Focus Fire Damage Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_9"                                  "-%value%s Shackleshot Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_windranger_10"                                 "+%value% Windrun HP Regen"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer"                                "+%value% Phantom Rush Range"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer_2"                              "+%value% Spirit Lance Damage"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer_3"                              "+%value% Max Juxtapose Illusions"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer_4"                              "-%value%s Doppelganger CD"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer_5"                              "-%value%s Spirit Lance CD"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_lancer_6"                              "+%value%%% Juxtapose Damage"
"DOTA_Tooltip_ability_special_bonus_unique_slark"                                         "+%value%s Pounce Leash"
"DOTA_Tooltip_ability_special_bonus_unique_slark_2"                                       "+%value% Dark Pact Damage"
"DOTA_Tooltip_ability_special_bonus_unique_slark_3"                                       "+%value%s Shadow Dance Duration"
"DOTA_Tooltip_ability_special_bonus_unique_slark_4"                                       "+%value% Essence Shift Duration"
"DOTA_Tooltip_ability_special_bonus_unique_spectre"                                       "-%value%s Spectral Dagger Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_spectre_2"                                     "+%value% Desolate Damage"
"DOTA_Tooltip_ability_special_bonus_unique_spectre_3"                                     "+%value%%% Spectral Dagger Slow/Bonus"
"DOTA_Tooltip_ability_special_bonus_unique_spectre_4"                                     "+%value%%% Haunt Illusion Damage"
"DOTA_Tooltip_ability_special_bonus_unique_spectre_5"                                     "+%value%%% Dispersion"
"DOTA_Tooltip_ability_special_bonus_unique_spirit_breaker_1"                              "+%value%%% Greater Bash Chance"
"DOTA_Tooltip_ability_special_bonus_unique_spirit_breaker_2"                              "-%value%s Bulldoze Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_spirit_breaker_3"                              "+%value%%% Greater Bash Damage"
"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit"                                  "+%value%s Electric Vortex"
"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit_2"                                "+%value% Ball Lightning Damage"
"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit_3"                                "Overload Pierces Immunity"
"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit_4"                                "%value% Distance Auto Remnant in Ball Lightning"
"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit_4_Description"                    "Every %value% distance travelled in Ball Lightning creates a Static Remnant."
"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit_5"                                "+%value% Static Remnant Damage"
"DOTA_Tooltip_ability_special_bonus_unique_storm_spirit_6"                                "+%value% Overload Damage"
"DOTA_Tooltip_ability_special_bonus_unique_tidehunter"                                    "-%value% Gush Armor"
"DOTA_Tooltip_ability_special_bonus_unique_tidehunter_2"                                  "+%value% Gush Damage"
"DOTA_Tooltip_ability_special_bonus_unique_tidehunter_3"                                  "%value%%% Anchor Smash Damage Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_tidehunter_4"                                  "+%value% Kraken Shell Damage Block"
"DOTA_Tooltip_ability_special_bonus_unique_tinker"                                        "+%value% Laser Damage"
"DOTA_Tooltip_ability_special_bonus_unique_tinker_2"                                      "+%value% March of the Machines Damage"
"DOTA_Tooltip_ability_special_bonus_unique_tinker_3"                                      "+%value%s Heat-Seeking Missile Ministun"
"DOTA_Tooltip_ability_special_bonus_unique_tinker_4"                                      "+%value%s Laser Blind Duration"
"DOTA_Tooltip_ability_special_bonus_unique_tinker_5"                                      "+%value%s March of the Machines Duration"
"DOTA_Tooltip_ability_special_bonus_unique_tiny"                                          "+%value% Avalanche Damage"
"DOTA_Tooltip_ability_special_bonus_unique_tiny_2"                                        "%value% Toss Charges"
"DOTA_Tooltip_ability_special_bonus_unique_tiny_3"                                        "-%value%s Avalanche Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_tiny_4"                                        "-%value%s Tree Grab CD"
"DOTA_Tooltip_ability_special_bonus_unique_tiny_5"                                        "Toss Requires No Target"
"DOTA_Tooltip_ability_special_bonus_unique_tiny_5_Description"                            "Toss can target the ground as well as enemy units."
"DOTA_Tooltip_ability_special_bonus_unique_tiny_6"                                        "+%value% Tree Grab Attack Charges"
"DOTA_Tooltip_ability_special_bonus_unique_troll_warlord"                                 "-%value%s Whirling Axes Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_troll_warlord_2"                               "+%value% Max Fervor Stacks"
"DOTA_Tooltip_ability_special_bonus_unique_troll_warlord_3"                               "+%value% Whirling Axes Damage"
"DOTA_Tooltip_ability_special_bonus_unique_troll_warlord_4"                               "Battle Trance Strong Dispels"
"DOTA_Tooltip_ability_special_bonus_unique_troll_warlord_4_Description"                   "Can be cast while stunned and applies a strong dispel to Troll Warlord."
"DOTA_Tooltip_ability_special_bonus_unique_troll_warlord_5"                               "+%value% Fervor Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_undying"                                       "+%value% Tombstone Zombie Damage"
"DOTA_Tooltip_ability_special_bonus_unique_undying_2"                                     "-%value%s Decay Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_undying_3"                                     "Tombstone On Death"
"DOTA_Tooltip_ability_special_bonus_unique_undying_4"                                     "+%value% Decay Duration"
"DOTA_Tooltip_ability_special_bonus_unique_undying_5"                                     "+%value% Tombstone Attacks to Destroy"
"DOTA_Tooltip_ability_special_bonus_unique_viper_1"                                       "+%value% Corrosive Skin Stats"
"DOTA_Tooltip_ability_special_bonus_unique_viper_2"                                       "+%value% Viper Strike DPS"
"DOTA_Tooltip_ability_special_bonus_unique_viper_3"                                       "Nethertoxin Silences"
"DOTA_Tooltip_ability_special_bonus_unique_viper_4"                                       "Poison Attack Affects Buildings"
"DOTA_Tooltip_ability_special_bonus_unique_zeus"                                          "+%value%%% Static Field Damage"
"DOTA_Tooltip_ability_special_bonus_unique_zeus_2"                                        "+%value% Arc Lightning Damage"
"DOTA_Tooltip_ability_special_bonus_unique_zeus_3"                                        "+%value%s Lightning Bolt Ministun"
"DOTA_Tooltip_ability_special_bonus_unique_elder_titan"                                   "+%value% Astral Spirit Hero Attack"
"DOTA_Tooltip_ability_special_bonus_unique_elder_titan_2"                                 "+%value% Echo Stomp Damage"
"DOTA_Tooltip_ability_special_bonus_unique_elder_titan_3"                                 "-%value% Earth Splitter Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_elder_titan_4"                                 "+%value% Echo Stomp Wake Damage"
"DOTA_Tooltip_ability_special_bonus_unique_ember_spirit_1"                                "+%value% Flame Guard Absorption"
"DOTA_Tooltip_ability_special_bonus_unique_ember_spirit_2"                                "+%value%s Searing Chains"
"DOTA_Tooltip_ability_special_bonus_unique_ember_spirit_3"                                "+%value% Flame Guard DPS"
"DOTA_Tooltip_ability_special_bonus_unique_ember_spirit_4"                                "%value% Sleight of Fist Charges"
"DOTA_Tooltip_ability_special_bonus_unique_ember_spirit_5"                                "-%value% Remnant Charge Restore Time"
"DOTA_Tooltip_ability_special_bonus_unique_ember_spirit_6"                                "+%value% Sleight of Fist Hero Damage"
"DOTA_Tooltip_ability_special_bonus_unique_lifestealer"                                   "+%value%s Rage Duration"
"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_2"                                 "+%value%%% Open Wounds Lifesteal"
"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_3"                                 "+%value%%% Feast Lifesteal"
"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_4"                                 "-%value%%% Rage Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lifestealer_5"                                 "-%value%s Open Wounds Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lion"                                          "+%value% Mana Drain Multi Target"
"DOTA_Tooltip_ability_special_bonus_unique_lion_Description"                              "Automatically targets additional enemy units with a mana pool within 400 distance around the original target."
"DOTA_Tooltip_ability_special_bonus_unique_lion_2"                                        "+%value% Earth Spike Range"
"DOTA_Tooltip_ability_special_bonus_unique_lion_3"                                        "+%value% Finger of Death Damage"
"DOTA_Tooltip_ability_special_bonus_unique_lion_4"                                        "+%value% AoE Hex"
"DOTA_Tooltip_ability_special_bonus_unique_lion_5"                                        "+%value% Mana Drain"
"DOTA_Tooltip_ability_special_bonus_unique_lion_6"                                        "+%value%%% Mana Drain Slow"
"DOTA_Tooltip_ability_special_bonus_unique_lion_7"                                        "-%value%s Earth Spike Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lion_8"                                        "+%value% Finger of Death Damage Per Kill"
"DOTA_Tooltip_ability_special_bonus_unique_skywrath"                                      "-%value%s Ancient Seal Cooldown"
